DEPENDENCIA,No.,APELLIDOS Y NOMBRES,TITULAR DEL CARGO,GENERO,DOCUMENTO,FECHA INGRESO,CARGO,CODIGO,GRADO,SUELDO,GASTOS REP.,FECHA CORTE,HOY,DIAS TOTALES,AÑOS,MESES,PERIODOS,OBSERVACIONES,TIPO VINCULACION,REVISION PLANTA
SECRETARÍA DE TURISMO,268,RODRÍGUEZ MARÍA CAMILA,,M,1000139272,2024-01-07,PROFESIONAL UNIVERSITARIO,218,0,3940000,,2026-01-07,2026-05-22,43,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo ampliado para pruebas de navegación,PROVISIONAL,OK
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,269,HERRERA SANTIAGO,,F,1000140101,2025-02-08,TÉCNICO ADMINISTRATIVO,219,1,4120000,,2026-02-08,2026-05-22,44,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo ampliado para pruebas de navegación,CARRERA ADMINISTRATIVA,OK
DESPACHO DEL GOBERNADOR,270,PARDO VALENTINA,,F,1000140930,2021-03-09,AUXILIAR ADMINISTRATIVO,220,2,4300000,,2026-03-09,2026-05-22,45,2,2,Periodo 2025,Tipo: Permiso | Registro demo ampliado para pruebas de navegación,PROVISIONAL,OK
SECRETARÍA DE PLANEACIÓN,271,CÁRDENAS JORGE IVÁN,,M,1000141759,2022-04-10,PROFESIONAL ESPECIALIZADO,221,3,4480000,,2026-04-10,2026-05-22,46,3,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo ampliado para pruebas de navegación,CARRERA ADMINISTRATIVA,OK
SECRETARÍA DE HACIENDA,272,PRIETO MÓNICA ALEJANDRA,,F,1000142588,2023-05-11,ASESOR,222,4,4660000,,2026-05-11,2026-05-22,47,0,4,Periodo 2025,Tipo: Vacaciones | Registro demo ampliado para pruebas de navegación,PROVISIONAL,OK
SECRETARÍA DE CONTRATACIÓN,273,SUÁREZ DANIEL ESTEBAN,,F,1000143417,2024-06-12,SECRETARIO DE DESPACHO,223,5,4840000,,2026-06-12,2026-05-22,48,1,5,Periodo 2026,Tipo: Incapacidad | Registro demo ampliado para pruebas de navegación,CARRERA ADMINISTRATIVA,OK
SECRETARÍA GENERAL,274,NIÑO CLAUDIA PATRICIA,,M,1000144246,2025-07-13,PROFESIONAL UNIVERSITARIO,224,6,5020000,,2026-01-13,2026-05-22,49,2,6,Periodo 2025,Tipo: Permiso | Registro demo ampliado para pruebas de navegación,PROVISIONAL,OK
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,275,RINCÓN CAROLINA,,F,1000145075,2021-08-14,TÉCNICO ADMINISTRATIVO,225,7,5200000,,2026-02-14,2026-05-22,50,3,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo ampliado para pruebas de navegación,CARRERA ADMINISTRATIVA,OK
SECRETARÍA DE INTEGRACIÓN SOCIAL,276,MARTÍNEZ PÉREZ LAURA,,F,1000145904,2022-09-15,AUXILIAR ADMINISTRATIVO,226,8,5380000,,2026-03-15,2026-05-22,51,0,8,Periodo 2025,Tipo: Vacaciones | Registro demo ampliado para pruebas de navegación,PROVISIONAL,OK
SECRETARÍA DE EDUCACIÓN,277,TORRES CARLOS ANDRÉS,,M,1000146733,2023-10-16,PROFESIONAL ESPECIALIZADO,227,9,5560000,,2026-04-16,2026-05-22,52,1,9,Periodo 2026,Tipo: Incapacidad | Registro demo ampliado para pruebas de navegación,CARRERA ADMINISTRATIVA,OK
SECRETARÍA DE CULTURA Y PATRIMONIO,278,ROJAS DIANA CAROLINA,,F,1000147562,2024-11-17,ASESOR,228,10,5740000,,2026-05-17,2026-05-22,53,2,10,Periodo 2025,Tipo: Permiso | Registro demo ampliado para pruebas de navegación,PROVISIONAL,OK
SECRETARÍA DE SALUD,279,MORENO JUAN SEBASTIÁN,,F,1000148391,2025-12-18,SECRETARIO DE DESPACHO,229,11,5920000,,2026-06-18,2026-05-22,54,3,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo ampliado para pruebas de navegación,CARRERA ADMINISTRATIVA,OK
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,280,GÓMEZ PAULA ANDREA,,M,1000149220,2021-01-19,PROFESIONAL UNIVERSITARIO,230,0,2500000,,2026-01-19,2026-05-22,55,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo ampliado para pruebas de navegación,PROVISIONAL,OK
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,282,ROJAS GÓMEZ DIANA CAROLINA,,F,1000388878,13/01/2026,PROFESIONAL UNIVERSITARIO,242,3,2740000,,13/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
DIRECCIÓN DE TALENTO HUMANO,283,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000390257,14/02/2026,TÉCNICO ADMINISTRATIVO,243,4,2860000,,14/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
OFICINA JURÍDICA,284,GÓMEZ RUIZ PAULA ANDREA,,F,1000391636,15/03/2026,AUXILIAR ADMINISTRATIVO,244,5,2980000,,15/05/2026,22/05/2026,19,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
DESPACHO DEL GOBERNADOR,285,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000393015,16/04/2026,PROFESIONAL ESPECIALIZADO,245,6,3100000,,16/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE PLANEACIÓN,286,SILVA PARRA NATALIA FERNANDA,,F,1000394394,17/05/2026,CONTRATISTA DE APOYO,246,7,3220000,,17/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE HACIENDA,287,VARGAS PEÑA ANDRÉS FELIPE,,M,1000395773,18/06/2026,ASESOR JURÍDICO,247,8,3340000,,18/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE CONTRATACIÓN,288,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000397152,19/01/2026,PROFESIONAL UNIVERSITARIO,248,9,3460000,,19/05/2026,22/05/2026,8,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA GENERAL,289,HERRERA LÓPEZ SANTIAGO,,M,1000398531,20/02/2026,TÉCNICO ADMINISTRATIVO,249,10,3580000,,20/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,290,PARDO RUIZ VALENTINA,,F,1000399910,21/03/2026,AUXILIAR ADMINISTRATIVO,250,11,3700000,,21/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,291,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000401289,22/04/2026,PROFESIONAL ESPECIALIZADO,251,12,3820000,,22/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE EDUCACIÓN,292,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000402668,23/05/2026,CONTRATISTA DE APOYO,252,13,3940000,,23/05/2026,22/05/2026,12,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,293,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000404047,24/06/2026,ASESOR JURÍDICO,253,14,4060000,,24/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE SALUD,294,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000405426,25/01/2026,PROFESIONAL UNIVERSITARIO,254,15,4180000,,25/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,295,RINCÓN DUARTE CAROLINA,,M,1000406805,26/02/2026,TÉCNICO ADMINISTRATIVO,255,16,4300000,,26/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE MINAS Y ENERGÍA,296,MORENO CASTRO FELIPE ANDRÉS,,F,1000408184,27/03/2026,AUXILIAR ADMINISTRATIVO,256,17,4420000,,27/05/2026,22/05/2026,16,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,297,TORRES CÁRDENAS ISABELLA,,M,1000409563,01/04/2026,PROFESIONAL ESPECIALIZADO,257,18,4540000,,01/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE AGRICULTURA,298,PÁEZ SOTO CAMILO ANDRÉS,,F,1000410942,02/05/2026,CONTRATISTA DE APOYO,258,19,4660000,,02/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,299,BERNAL REYES LUCÍA FERNANDA,,M,1000412321,03/06/2026,ASESOR JURÍDICO,259,20,4780000,,03/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE TURISMO,300,MARTÍNEZ PÉREZ LAURA,,F,1000413700,04/01/2026,PROFESIONAL UNIVERSITARIO,200,1,2500000,,04/05/2026,22/05/2026,5,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,301,TORRES RIVERA CARLOS ANDRÉS,,M,1000415079,05/02/2026,TÉCNICO ADMINISTRATIVO,201,2,2620000,,05/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
DIRECCIÓN DE TALENTO HUMANO,302,ROJAS GÓMEZ DIANA CAROLINA,,F,1000416458,06/03/2026,AUXILIAR ADMINISTRATIVO,202,3,2740000,,06/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
OFICINA JURÍDICA,303,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000417837,07/04/2026,PROFESIONAL ESPECIALIZADO,203,4,2860000,,07/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
DESPACHO DEL GOBERNADOR,304,GÓMEZ RUIZ PAULA ANDREA,,F,1000419216,08/05/2026,CONTRATISTA DE APOYO,204,5,2980000,,08/05/2026,22/05/2026,9,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE PLANEACIÓN,305,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000420595,09/06/2026,ASESOR JURÍDICO,205,6,3100000,,09/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE HACIENDA,306,SILVA PARRA NATALIA FERNANDA,,F,1000421974,10/01/2026,PROFESIONAL UNIVERSITARIO,206,7,3220000,,10/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE CONTRATACIÓN,307,VARGAS PEÑA ANDRÉS FELIPE,,M,1000423353,11/02/2026,TÉCNICO ADMINISTRATIVO,207,8,3340000,,11/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA GENERAL,308,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000424732,12/03/2026,AUXILIAR ADMINISTRATIVO,208,9,3460000,,12/05/2026,22/05/2026,13,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,309,HERRERA LÓPEZ SANTIAGO,,M,1000426111,13/04/2026,PROFESIONAL ESPECIALIZADO,209,10,3580000,,13/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,310,PARDO RUIZ VALENTINA,,F,1000427490,14/05/2026,CONTRATISTA DE APOYO,210,11,3700000,,14/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE EDUCACIÓN,311,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000428869,15/06/2026,ASESOR JURÍDICO,211,12,3820000,,15/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,312,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000430248,16/01/2026,PROFESIONAL UNIVERSITARIO,212,13,3940000,,16/05/2026,22/05/2026,17,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE SALUD,313,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000431627,17/02/2026,TÉCNICO ADMINISTRATIVO,213,14,4060000,,17/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,314,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000433006,18/03/2026,AUXILIAR ADMINISTRATIVO,214,15,4180000,,18/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE MINAS Y ENERGÍA,315,RINCÓN DUARTE CAROLINA,,M,1000434385,19/04/2026,PROFESIONAL ESPECIALIZADO,215,16,4300000,,19/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,316,MORENO CASTRO FELIPE ANDRÉS,,F,1000435764,20/05/2026,CONTRATISTA DE APOYO,216,17,4420000,,20/05/2026,22/05/2026,6,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE AGRICULTURA,317,TORRES CÁRDENAS ISABELLA,,M,1000437143,21/06/2026,ASESOR JURÍDICO,217,18,4540000,,21/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,318,PÁEZ SOTO CAMILO ANDRÉS,,F,1000438522,22/01/2026,PROFESIONAL UNIVERSITARIO,218,19,4660000,,22/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE TURISMO,319,BERNAL REYES LUCÍA FERNANDA,,M,1000439901,23/02/2026,TÉCNICO ADMINISTRATIVO,219,20,4780000,,23/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,320,MARTÍNEZ PÉREZ LAURA,,F,1000441280,24/03/2026,AUXILIAR ADMINISTRATIVO,220,1,2500000,,24/05/2026,22/05/2026,10,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
DIRECCIÓN DE TALENTO HUMANO,321,TORRES RIVERA CARLOS ANDRÉS,,M,1000442659,25/04/2026,PROFESIONAL ESPECIALIZADO,221,2,2620000,,25/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
OFICINA JURÍDICA,322,ROJAS GÓMEZ DIANA CAROLINA,,F,1000444038,26/05/2026,CONTRATISTA DE APOYO,222,3,2740000,,26/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
DESPACHO DEL GOBERNADOR,323,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000445417,27/06/2026,ASESOR JURÍDICO,223,4,2860000,,27/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE PLANEACIÓN,324,GÓMEZ RUIZ PAULA ANDREA,,F,1000446796,01/01/2026,PROFESIONAL UNIVERSITARIO,224,5,2980000,,01/05/2026,22/05/2026,14,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE HACIENDA,325,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000448175,02/02/2026,TÉCNICO ADMINISTRATIVO,225,6,3100000,,02/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE CONTRATACIÓN,326,SILVA PARRA NATALIA FERNANDA,,F,1000449554,03/03/2026,AUXILIAR ADMINISTRATIVO,226,7,3220000,,03/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA GENERAL,327,VARGAS PEÑA ANDRÉS FELIPE,,M,1000450933,04/04/2026,PROFESIONAL ESPECIALIZADO,227,8,3340000,,04/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,328,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000452312,05/05/2026,CONTRATISTA DE APOYO,228,9,3460000,,05/05/2026,22/05/2026,18,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,329,HERRERA LÓPEZ SANTIAGO,,M,1000453691,06/06/2026,ASESOR JURÍDICO,229,10,3580000,,06/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE EDUCACIÓN,330,PARDO RUIZ VALENTINA,,F,1000455070,07/01/2026,PROFESIONAL UNIVERSITARIO,230,11,3700000,,07/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,331,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000456449,08/02/2026,TÉCNICO ADMINISTRATIVO,231,12,3820000,,08/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE SALUD,332,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000457828,09/03/2026,AUXILIAR ADMINISTRATIVO,232,13,3940000,,09/05/2026,22/05/2026,7,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,333,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000459207,10/04/2026,PROFESIONAL ESPECIALIZADO,233,14,4060000,,10/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE MINAS Y ENERGÍA,334,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000460586,11/05/2026,CONTRATISTA DE APOYO,234,15,4180000,,11/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,335,RINCÓN DUARTE CAROLINA,,M,1000461965,12/06/2026,ASESOR JURÍDICO,235,16,4300000,,12/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE AGRICULTURA,336,MORENO CASTRO FELIPE ANDRÉS,,F,1000463344,13/01/2026,PROFESIONAL UNIVERSITARIO,236,17,4420000,,13/05/2026,22/05/2026,11,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,337,TORRES CÁRDENAS ISABELLA,,M,1000464723,14/02/2026,TÉCNICO ADMINISTRATIVO,237,18,4540000,,14/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE TURISMO,338,PÁEZ SOTO CAMILO ANDRÉS,,F,1000466102,15/03/2026,AUXILIAR ADMINISTRATIVO,238,19,4660000,,15/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,339,BERNAL REYES LUCÍA FERNANDA,,M,1000467481,16/04/2026,PROFESIONAL ESPECIALIZADO,239,20,4780000,,16/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
DIRECCIÓN DE TALENTO HUMANO,340,MARTÍNEZ PÉREZ LAURA,,F,1000468860,17/05/2026,CONTRATISTA DE APOYO,240,1,2500000,,17/05/2026,22/05/2026,15,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
OFICINA JURÍDICA,341,TORRES RIVERA CARLOS ANDRÉS,,M,1000470239,18/06/2026,ASESOR JURÍDICO,241,2,2620000,,18/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
DESPACHO DEL GOBERNADOR,342,ROJAS GÓMEZ DIANA CAROLINA,,F,1000471618,19/01/2026,PROFESIONAL UNIVERSITARIO,242,3,2740000,,19/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE PLANEACIÓN,343,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000472997,20/02/2026,TÉCNICO ADMINISTRATIVO,243,4,2860000,,20/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE HACIENDA,344,GÓMEZ RUIZ PAULA ANDREA,,F,1000474376,21/03/2026,AUXILIAR ADMINISTRATIVO,244,5,2980000,,21/05/2026,22/05/2026,19,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE CONTRATACIÓN,345,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000475755,22/04/2026,PROFESIONAL ESPECIALIZADO,245,6,3100000,,22/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA GENERAL,346,SILVA PARRA NATALIA FERNANDA,,F,1000477134,23/05/2026,CONTRATISTA DE APOYO,246,7,3220000,,23/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,347,VARGAS PEÑA ANDRÉS FELIPE,,M,1000478513,24/06/2026,ASESOR JURÍDICO,247,8,3340000,,24/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,348,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000479892,25/01/2026,PROFESIONAL UNIVERSITARIO,248,9,3460000,,25/05/2026,22/05/2026,8,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE EDUCACIÓN,349,HERRERA LÓPEZ SANTIAGO,,M,1000481271,26/02/2026,TÉCNICO ADMINISTRATIVO,249,10,3580000,,26/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,350,PARDO RUIZ VALENTINA,,F,1000482650,27/03/2026,AUXILIAR ADMINISTRATIVO,250,11,3700000,,27/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE SALUD,351,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000484029,01/04/2026,PROFESIONAL ESPECIALIZADO,251,12,3820000,,01/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,352,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000485408,02/05/2026,CONTRATISTA DE APOYO,252,13,3940000,,02/05/2026,22/05/2026,12,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE MINAS Y ENERGÍA,353,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000486787,03/06/2026,ASESOR JURÍDICO,253,14,4060000,,03/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,354,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000488166,04/01/2026,PROFESIONAL UNIVERSITARIO,254,15,4180000,,04/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE AGRICULTURA,355,RINCÓN DUARTE CAROLINA,,M,1000489545,05/02/2026,TÉCNICO ADMINISTRATIVO,255,16,4300000,,05/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,356,MORENO CASTRO FELIPE ANDRÉS,,F,1000490924,06/03/2026,AUXILIAR ADMINISTRATIVO,256,17,4420000,,06/05/2026,22/05/2026,16,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE TURISMO,357,TORRES CÁRDENAS ISABELLA,,M,1000492303,07/04/2026,PROFESIONAL ESPECIALIZADO,257,18,4540000,,07/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
